costs1,costs2
1059.4394528693,1641.093135832
1468.6386652976,1911.6432135745
1142.5573145448,1612.5308763273
1323.5592023206,1758.0444510734
1185.4335337181,1717.5697417384
1227.0125457571,1756.9553040997
1349.6421539199,1998.4988539065
1273.4799234924,1603.1526243159
1189.836868,1710.8944121178
1277.7818678855,1642.7882353909
1056.2242129839,1574.1430605901
1362.6975271558,1717.5784963643
984.5107744457,1492.1862419601
1157.7757413689,1618.4545733574
1033.1076240494,1538.178347383
1167.3682800791,1692.9736548676
1408.2804342296,1663.9866761954
1134.518977416,1578.9515629625
1320.8891104874,1737.1434214892
1098.0461485864,1552.2288745598
1168.4323489823,1894.936568961
1040.4009949559,1652.2927104208
1322.46529579,1808.829898179
1169.37774608,1607.4820775875
1166.8685040805,1680.8044761688
1161.8844460014,1664.4897880377
1038.9145694676,1561.4732252992
1306.9916513968,1670.6927838967
1369.1754720643,1833.5661113129
1171.4898503007,1663.873233489
1365.9663319755,1720.4052771187
1218.0374672908,1808.7310223742
1310.1185882524,1712.1039088307
1336.9300415016,1700.6053657697
1166.5566009792,1809.0509618898
1497.5586298182,1882.8209823251
1228.6757878277,1674.4830910659
1084.5156837651,1557.5178554383
1395.0814914347,1736.6907152236
1110.3188613538,1612.9007315964
1060.3159752017,1618.6290705509
1239.0081682934,1689.6612874891
1252.6634841989,1902.0865298758
1280.6210135786,1657.7130197545
1225.9311073522,1932.2007182301
1208.731568818,1863.1819974756
1302.8615019158,1677.4303405902
965.4009347264,1458.5016272046
1220.2587702098,1797.1819987628
1457.8303332584,1811.4819942789
1093.2697970192,1675.1509545763
1066.7404302193,1582.9234176187
1086.7390253035,1706.1638080024
1073.639405052,1658.3907851371
1290.3800513527,1637.1995552897
1226.075187899,1773.8108144217
1162.4129843401,1656.7842503897
1262.1143115534,1632.6543071188
1052.768966735,1627.4554401408
1134.5632933703,1868.7619905446
1244.4866894343,1852.0310597153
1395.1506507692,1993.5139071491
1175.9985150308,1664.0104933926
1279.9844773563,1731.5437608697
1461.7443931874,1666.817951163
1134.0413007486,1629.4472252884
1135.8166606576,1776.6474510424
1314.1300008653,1795.3296975738
1208.1629908494,1658.8361535922
1217.2393333654,1692.2459450295
1405.0637734417,1799.2288009915
1086.834523715,1758.5686333911
1225.6970978994,1735.8302287146
983.4594187076,1482.1168671781
1123.668695431,1569.2895686138
1349.5309740638,1689.2941211405
947.1996016977,1458.8385446667
1676.8140419258,1803.4033698049
1016.8922356114,1553.3173660947
1092.3685811597,1537.717797149
1281.9457803771,1855.0404703458
977.0550981992,1487.5703642751
1600.6772815262,1774.3639550608
1164.8127193696,1621.7516406081
1207.661869644,1670.1779779418
1539.6130867562,1729.603020355
1120.5890923565,1652.4811034647
1208.7295370501,1637.1961598555
870.3303401161,1436.1849100717
1086.3246840334,1609.2449095106
1331.4849793802,1562.8720408762
1168.2560557503,1601.9210407479
1490.0829208857,1847.9834705384
1148.7583639201,1652.9451304823
1389.0084406437,1724.185677682
1123.6575726125,1708.1097026262
1111.6677049964,1622.6512794011
1122.1874592624,1722.9204797683
1154.7578711229,1756.6359082235
1300.9090558375,1757.698520652
1170.6792833612,1660.3346769277
1363.7673398332,1658.2364703508
1019.7265230791,1693.6528048119
1139.4164356231,1768.0789358079
1231.7042807069,1664.9744473529
1106.0729174552,1617.8452628047
1167.3275684315,1717.1317664908
1433.6528701105,1669.3474472346
1142.7783463632,1677.7134792805
1205.7135176198,1721.4752367395
1122.1167936093,1609.5958379703
1107.0240574415,1687.5870550035
1018.1374434648,1558.0180601129
1100.2701022939,1608.0430571126
